V1	V2	V3	V4	V5	V6	V7	V8	V9
chr12	33976735	33976791	H3K9me3_chr12_broad_rmdup_peak_3234	50	.	4.69119	7.6976	5.06319
chr12	34001752	34003015	H3K9me3_chr12_broad_rmdup_peak_3235	50	.	4.09222	7.67271	5.09551
chr12	34048094	34048588	H3K9me3_chr12_broad_rmdup_peak_3236	51	.	4.63033	7.7588	5.1634
chr12	34083268	34084431	H3K9me3_chr12_broad_rmdup_peak_3248	53	.	4.6554	7.93366	5.30004
chr12	34133523	34134552	H3K9me3_chr12_broad_rmdup_peak_3258	56	.	4.28778	8.33198	5.6838
chr12	34204839	34205213	H3K9me3_chr12_broad_rmdup_peak_3286	52	.	5.20179	7.80079	5.2138
chr12	34408348	34408419	H3K9me3_chr12_broad_rmdup_peak_3309	60	.	5.81931	8.79298	6.04863
chr12	34411092	34411143	H3K9me3_chr12_broad_rmdup_peak_3313	54	.	4.95749	8.18335	5.49618
chr12	34425774	34425826	H3K9me3_chr12_broad_rmdup_peak_3329	54	.	5.15101	8.08704	5.40209
chr12	34497709	34497863	H3K9me3_chr12_broad_rmdup_peak_3395	65	.	4.26005	9.29497	6.53225
chr12	34500270	34500632	H3K9me3_chr12_broad_rmdup_peak_3397	51	.	3.35573	7.75204	5.16472
chr12	34514726	34514782	H3K9me3_chr12_broad_rmdup_peak_3411	56	.	5.21751	8.35978	5.65589
chr12	34515338	34515390	H3K9me3_chr12_broad_rmdup_peak_3412	55	.	5.00548	8.24492	5.56569
chr12	34521983	34522340	H3K9me3_chr12_broad_rmdup_peak_3420	57	.	5.22915	8.49528	5.78896
chr12	34529982	34530364	H3K9me3_chr12_broad_rmdup_peak_3426	55	.	3.53693	8.21116	5.54009
chr12	34531786	34531851	H3K9me3_chr12_broad_rmdup_peak_3429	56	.	4.37117	8.32962	5.64118
chr12	34569374	34569422	H3K9me3_chr12_broad_rmdup_peak_3471	72	.	5.687	10.1205	7.22251
chr12	34573171	34573228	H3K9me3_chr12_broad_rmdup_peak_3475	77	.	5.35888	10.6714	7.71534
chr12	34592245	34592296	H3K9me3_chr12_broad_rmdup_peak_3495	62	.	3.3556	9.07603	6.28607
chr12	34609922	34610161	H3K9me3_chr12_broad_rmdup_peak_3504	50	.	3.93562	7.58002	5.01333
chr12	34615621	34615693	H3K9me3_chr12_broad_rmdup_peak_3512	52	.	4.76771	7.92073	5.27387
chr12	37323334	37323387	H3K9me3_chr12_broad_rmdup_peak_3584	55	.	4.40222	8.26596	5.5666
chr12	37418782	37419123	H3K9me3_chr12_broad_rmdup_peak_3614	70	.	4.11327	9.8615	7.02714
chr12	37419352	37420167	H3K9me3_chr12_broad_rmdup_peak_3615	67	.	4.51321	9.53105	6.71598
chr12	37420412	37422034	H3K9me3_chr12_broad_rmdup_peak_3616	53	.	3.96341	7.94329	5.32251
chr12	37786952	37787135	H3K9me3_chr12_broad_rmdup_peak_3740	85	.	5.02935	11.5836	8.57043
chr12	37818652	37818720	H3K9me3_chr12_broad_rmdup_peak_3759	60	.	5.5537	8.78961	6.04668
chr12	37921749	37921834	H3K9me3_chr12_broad_rmdup_peak_3828	64	.	5.85201	9.29098	6.49583
chr12	37990498	37990557	H3K9me3_chr12_broad_rmdup_peak_3881	52	.	3.94074	7.89919	5.26641
chr12	38031543	38032864	H3K9me3_chr12_broad_rmdup_peak_3907	52	.	4.42432	7.85857	5.24092
chr12	38053274	38053364	H3K9me3_chr12_broad_rmdup_peak_3916	51	.	3.98206	7.83713	5.19693
chr12	38053710	38053852	H3K9me3_chr12_broad_rmdup_peak_3917	51	.	3.92572	7.81282	5.17235
chr12	38149976	38150055	H3K9me3_chr12_broad_rmdup_peak_3934	102	.	7.79304	13.5109	10.269
chr12	38207472	38208096	H3K9me3_chr12_broad_rmdup_peak_3954	79	.	4.76175	10.9333	7.9743
chr12	38330091	38331240	H3K9me3_chr12_broad_rmdup_peak_3973	66	.	5.73127	9.40456	6.65252
chr12	38423684	38423787	H3K9me3_chr12_broad_rmdup_peak_3987	55	.	3.58564	8.25409	5.56026
chr12	38436635	38437812	H3K9me3_chr12_broad_rmdup_peak_3989	50	.	3.75778	7.59999	5.01482
chr12	38441783	38443328	H3K9me3_chr12_broad_rmdup_peak_3991	55	.	4.87046	8.16516	5.5285
chr12	38473675	38474087	H3K9me3_chr12_broad_rmdup_peak_3992	60	.	4.878	8.75762	6.03303
chr12	38474335	38474406	H3K9me3_chr12_broad_rmdup_peak_3993	55	.	4.21178	8.26473	5.57652
chr12	38548076	38549108	H3K9me3_chr12_broad_rmdup_peak_4005	52	.	4.01617	7.82953	5.21207
chr12	38622726	38622781	H3K9me3_chr12_broad_rmdup_peak_4016	56	.	3.13297	8.38305	5.68256
chr12	38796620	38796913	H3K9me3_chr12_broad_rmdup_peak_4034	64	.	3.67519	9.24438	6.47662
chr12	38800451	38800614	H3K9me3_chr12_broad_rmdup_peak_4039	80	.	5.67154	10.9659	8.01936
chr12	38966829	38967093	H3K9me3_chr12_broad_rmdup_peak_4058	67	.	5.21475	9.62916	6.79737
chr12	38967559	38967614	H3K9me3_chr12_broad_rmdup_peak_4059	58	.	4.47518	8.60065	5.88055
chr12	38968406	38969455	H3K9me3_chr12_broad_rmdup_peak_4060	52	.	3.86374	7.83998	5.21676
chr12	39054571	39055330	H3K9me3_chr12_broad_rmdup_peak_4068	59	.	3.69592	8.6559	5.93866
chr12	39193258	39193385	H3K9me3_chr12_broad_rmdup_peak_4090	57	.	3.70221	8.41655	5.73136
chr12	39195441	39195530	H3K9me3_chr12_broad_rmdup_peak_4091	66	.	4.31793	9.49142	6.68911
chr12	39195793	39196077	H3K9me3_chr12_broad_rmdup_peak_4092	52	.	4.08518	7.80627	5.20863
chr12	39200998	39201129	H3K9me3_chr12_broad_rmdup_peak_4096	80	.	4.48578	11.0193	8.04066
chr12	39365282	39365331	H3K9me3_chr12_broad_rmdup_peak_4116	50	.	3.85765	7.64385	5.01041
chr12	39557220	39558073	H3K9me3_chr12_broad_rmdup_peak_4141	52	.	4.14243	7.82462	5.20529
chr12	39568004	39569688	H3K9me3_chr12_broad_rmdup_peak_4146	50	.	4.25049	7.65322	5.0994
chr12	39686347	39686827	H3K9me3_chr12_broad_rmdup_peak_4159	60	.	5.15162	8.75401	6.01867
chr12	39745999	39747957	H3K9me3_chr12_broad_rmdup_peak_4175	50	.	4.11467	7.548	5.00304
chr12	39792062	39792331	H3K9me3_chr12_broad_rmdup_peak_4185	54	.	4.18783	8.13659	5.46231
chr12	39901196	39901323	H3K9me3_chr12_broad_rmdup_peak_4195	70	.	4.29862	9.89481	7.04229
chr12	39968162	39968369	H3K9me3_chr12_broad_rmdup_peak_4200	54	.	5.09013	8.1092	5.48037
chr12	40352941	40353428	H3K9me3_chr12_broad_rmdup_peak_4221	87	.	6.66731	11.8327	8.7875
chr12	40353844	40354003	H3K9me3_chr12_broad_rmdup_peak_4222	54	.	4.76789	8.13786	5.46894
chr12	40502376	40502431	H3K9me3_chr12_broad_rmdup_peak_4226	60	.	5.59354	8.81975	6.0789
chr12	40887342	40887628	H3K9me3_chr12_broad_rmdup_peak_4265	62	.	4.44325	9.00136	6.23286
chr12	41079661	41079909	H3K9me3_chr12_broad_rmdup_peak_4283	51	.	4.24184	7.76455	5.1476
chr12	41085290	41085547	H3K9me3_chr12_broad_rmdup_peak_4287	73	.	4.99973	10.2484	7.34696
chr12	41117504	41117721	H3K9me3_chr12_broad_rmdup_peak_4293	57	.	3.36136	8.47768	5.77992
chr12	41373001	41373958	H3K9me3_chr12_broad_rmdup_peak_4322	60	.	4.05692	8.73614	6.00975
chr12	41671225	41672829	H3K9me3_chr12_broad_rmdup_peak_4348	59	.	5.05498	8.65366	5.95242
chr12	41673036	41673193	H3K9me3_chr12_broad_rmdup_peak_4349	65	.	5.67183	9.33187	6.54996
chr12	41674346	41674402	H3K9me3_chr12_broad_rmdup_peak_4351	77	.	6.03133	10.7024	7.73818
chr12	41677820	41677913	H3K9me3_chr12_broad_rmdup_peak_4355	51	.	2.67441	7.73307	5.13986
chr12	41978464	41979325	H3K9me3_chr12_broad_rmdup_peak_4397	64	.	5.34557	9.25133	6.46612
chr12	42349838	42350947	H3K9me3_chr12_broad_rmdup_peak_4438	70	.	5.57163	9.93362	7.08437
chr12	42610619	42611291	H3K9me3_chr12_broad_rmdup_peak_4451	67	.	4.86374	9.58452	6.77292
chr12	42658194	42659483	H3K9me3_chr12_broad_rmdup_peak_4458	61	.	4.80525	8.85424	6.12911
chr12	42723712	42724280	H3K9me3_chr12_broad_rmdup_peak_4468	52	.	4.24918	7.92228	5.27475
chr12	42725250	42725649	H3K9me3_chr12_broad_rmdup_peak_4470	66	.	4.32821	9.44762	6.68077
chr12	42877050	42877601	H3K9me3_chr12_broad_rmdup_peak_4480	54	.	3.69297	8.04981	5.40658
chr12	42952205	42953909	H3K9me3_chr12_broad_rmdup_peak_4491	51	.	3.84395	7.80787	5.19459
chr12	43015585	43016235	H3K9me3_chr12_broad_rmdup_peak_4495	71	.	4.25367	10.0233	7.14706
chr12	43181753	43182291	H3K9me3_chr12_broad_rmdup_peak_4506	60	.	4.07868	8.75426	6.02926
chr12	43232622	43232671	H3K9me3_chr12_broad_rmdup_peak_4522	83	.	4.2172	11.3721	8.34941
chr12	43472581	43472847	H3K9me3_chr12_broad_rmdup_peak_4539	71	.	4.64956	9.9315	7.10631
chr12	43684316	43685369	H3K9me3_chr12_broad_rmdup_peak_4560	65	.	5.04872	9.31901	6.54241
chr12	43751969	43752146	H3K9me3_chr12_broad_rmdup_peak_4567	57	.	4.57514	8.49459	5.7911
chr12	44109608	44109662	H3K9me3_chr12_broad_rmdup_peak_4609	120	.	6.03703	15.4724	12.035
chr12	44113553	44114203	H3K9me3_chr12_broad_rmdup_peak_4611	53	.	5.00408	8.01418	5.39089
chr12	44282701	44283743	H3K9me3_chr12_broad_rmdup_peak_4629	60	.	4.61993	8.69071	6.00747
chr12	44482980	44484163	H3K9me3_chr12_broad_rmdup_peak_4647	52	.	4.5107	7.9122	5.28033
chr12	44683111	44683429	H3K9me3_chr12_broad_rmdup_peak_4665	60	.	3.83598	8.76498	6.0289
chr12	44743247	44743518	H3K9me3_chr12_broad_rmdup_peak_4671	62	.	4.34103	9.00718	6.27745
chr12	44745869	44746196	H3K9me3_chr12_broad_rmdup_peak_4674	68	.	4.07346	9.6882	6.8987
chr12	44933344	44933470	H3K9me3_chr12_broad_rmdup_peak_4693	51	.	3.58976	7.71671	5.10911
chr12	44951872	44951937	H3K9me3_chr12_broad_rmdup_peak_4701	65	.	3.21301	9.30402	6.51198
chr12	45147262	45147375	H3K9me3_chr12_broad_rmdup_peak_4730	50	.	3.28839	7.69263	5.09159
chr12	45370936	45371355	H3K9me3_chr12_broad_rmdup_peak_4752	60	.	4.99404	8.78116	6.05665
chr12	45586752	45586818	H3K9me3_chr12_broad_rmdup_peak_4779	56	.	5.68568	8.33185	5.64089
chr12	45770482	45770907	H3K9me3_chr12_broad_rmdup_peak_4787	55	.	4.29094	8.19001	5.54428
chr12	45999694	46000643	H3K9me3_chr12_broad_rmdup_peak_4795	81	.	5.61334	11.1547	8.17837
chr12	46058632	46059100	H3K9me3_chr12_broad_rmdup_peak_4812	52	.	4.61048	7.88846	5.27087
chr12	46247833	46248034	H3K9me3_chr12_broad_rmdup_peak_4832	57	.	4.4344	8.49476	5.78157
chr12	46293330	46293834	H3K9me3_chr12_broad_rmdup_peak_4843	54	.	4.60251	8.13828	5.46722
chr12	46544891	46546046	H3K9me3_chr12_broad_rmdup_peak_4878	50	.	4.06067	7.63621	5.04257
chr12	46591657	46591708	H3K9me3_chr12_broad_rmdup_peak_4886	50	.	3.40999	7.71625	5.0802
chr12	46591935	46591990	H3K9me3_chr12_broad_rmdup_peak_4887	50	.	4.37112	7.68258	5.06098
chr12	46623063	46623112	H3K9me3_chr12_broad_rmdup_peak_4900	74	.	4.96661	10.3275	7.41795
chr12	46647489	46649002	H3K9me3_chr12_broad_rmdup_peak_4905	52	.	4.23759	7.85132	5.25776
chr12	46669674	46670259	H3K9me3_chr12_broad_rmdup_peak_4907	63	.	3.93117	9.12123	6.39783
chr12	46706984	46707038	H3K9me3_chr12_broad_rmdup_peak_4912	64	.	3.2602	9.28822	6.48885
chr12	46728750	46728882	H3K9me3_chr12_broad_rmdup_peak_4917	51	.	4.14251	7.73857	5.15645
chr12	46758235	46759497	H3K9me3_chr12_broad_rmdup_peak_4933	64	.	4.21351	9.19476	6.43408
chr12	46890447	46890547	H3K9me3_chr12_broad_rmdup_peak_4956	55	.	4.33879	8.24964	5.57992
chr12	46993591	46993926	H3K9me3_chr12_broad_rmdup_peak_4972	53	.	3.81223	7.93071	5.30285
chr12	46996622	46996723	H3K9me3_chr12_broad_rmdup_peak_4976	50	.	3.74329	7.70266	5.09049
chr12	47170302	47170535	H3K9me3_chr12_broad_rmdup_peak_4991	51	.	5.16013	7.81997	5.19881
chr12	47307189	47307402	H3K9me3_chr12_broad_rmdup_peak_5006	74	.	4.35331	10.3792	7.49797
chr12	47405081	47405142	H3K9me3_chr12_broad_rmdup_peak_5014	54	.	4.11839	8.16083	5.46925
chr12	47429248	47429402	H3K9me3_chr12_broad_rmdup_peak_5017	52	.	4.75808	7.81894	5.20241
chr12	47447752	47448192	H3K9me3_chr12_broad_rmdup_peak_5026	54	.	3.37068	8.12587	5.47005
chr12	47457006	47457844	H3K9me3_chr12_broad_rmdup_peak_5030	60	.	4.1376	8.74207	6.03112
chr12	47516151	47517378	H3K9me3_chr12_broad_rmdup_peak_5046	57	.	3.78016	8.46589	5.77599
chr12	47957489	47958203	H3K9me3_chr12_broad_rmdup_peak_5087	53	.	4.35453	7.97204	5.33469
chr12	48332886	48333242	H3K9me3_chr12_broad_rmdup_peak_5115	117	.	8.21732	15.1178	11.7463
chr12	48333630	48333807	H3K9me3_chr12_broad_rmdup_peak_5116	84	.	6.85823	11.3961	8.40935
chr12	48399556	48399850	H3K9me3_chr12_broad_rmdup_peak_5127	58	.	4.6514	8.59103	5.86618
chr12	48433479	48434250	H3K9me3_chr12_broad_rmdup_peak_5138	64	.	4.71668	9.2181	6.48013
chr12	48468825	48469659	H3K9me3_chr12_broad_rmdup_peak_5144	65	.	4.1848	9.37926	6.58507
chr12	48500606	48500880	H3K9me3_chr12_broad_rmdup_peak_5153	59	.	5.72175	8.6634	5.95464
chr12	48501098	48501552	H3K9me3_chr12_broad_rmdup_peak_5154	84	.	6.46028	11.442	8.42705
chr12	48506843	48507415	H3K9me3_chr12_broad_rmdup_peak_5156	50	.	4.0265	7.6477	5.05794
chr12	48520403	48521127	H3K9me3_chr12_broad_rmdup_peak_5160	73	.	5.4074	10.2198	7.33551
chr12	48553286	48554277	H3K9me3_chr12_broad_rmdup_peak_5166	52	.	3.9443	7.84143	5.2437
chr12	48576210	48576487	H3K9me3_chr12_broad_rmdup_peak_5168	53	.	3.99369	7.98103	5.34167
chr12	48602518	48602681	H3K9me3_chr12_broad_rmdup_peak_5174	54	.	5.31461	8.05024	5.40912
chr12	48605884	48606337	H3K9me3_chr12_broad_rmdup_peak_5176	65	.	4.74557	9.29087	6.51469
chr12	48615212	48615443	H3K9me3_chr12_broad_rmdup_peak_5185	54	.	3.97864	8.10297	5.48107
chr12	48641386	48642802	H3K9me3_chr12_broad_rmdup_peak_5188	96	.	5.85801	12.7907	9.62819
chr12	48724021	48725042	H3K9me3_chr12_broad_rmdup_peak_5193	64	.	5.14681	9.23984	6.46296
chr12	48841470	48841873	H3K9me3_chr12_broad_rmdup_peak_5198	89	.	6.43353	12.0676	8.99876
chr12	48842091	48842143	H3K9me3_chr12_broad_rmdup_peak_5199	66	.	6.04594	9.46896	6.62797
chr12	48915670	48916612	H3K9me3_chr12_broad_rmdup_peak_5205	75	.	5.57084	10.4019	7.50265
chr12	49436265	49437724	H3K9me3_chr12_broad_rmdup_peak_5221	64	.	5.52807	9.11768	6.40667
chr12	49860215	49861083	H3K9me3_chr12_broad_rmdup_peak_5242	61	.	5.07099	8.81612	6.10515
chr12	50380822	50381479	H3K9me3_chr12_broad_rmdup_peak_5271	54	.	4.18745	8.07213	5.42412
chr12	50492383	50493710	H3K9me3_chr12_broad_rmdup_peak_5280	60	.	3.34054	8.76667	6.05091
chr12	50833617	50834439	H3K9me3_chr12_broad_rmdup_peak_5304	54	.	3.28603	8.17056	5.49829
chr12	50972508	50973447	H3K9me3_chr12_broad_rmdup_peak_5326	54	.	4.33576	8.15677	5.49322
chr12	50973696	50973859	H3K9me3_chr12_broad_rmdup_peak_5327	63	.	3.90003	9.04576	6.32018
chr12	51543681	51544728	H3K9me3_chr12_broad_rmdup_peak_5356	50	.	3.49133	7.57465	5.01282
chr12	51563710	51563759	H3K9me3_chr12_broad_rmdup_peak_5359	62	.	3.79249	9.08267	6.29652
chr12	51564408	51564461	H3K9me3_chr12_broad_rmdup_peak_5360	67	.	5.09289	9.60053	6.77908
chr12	51568344	51568416	H3K9me3_chr12_broad_rmdup_peak_5362	67	.	6.14066	9.53825	6.73086
chr12	51644561	51644613	H3K9me3_chr12_broad_rmdup_peak_5372	58	.	5.53149	8.62111	5.87812
chr12	51644845	51645483	H3K9me3_chr12_broad_rmdup_peak_5373	55	.	5.30642	8.16273	5.51547
chr12	51648534	51649799	H3K9me3_chr12_broad_rmdup_peak_5374	54	.	3.97486	8.12796	5.49287
chr12	51740072	51740199	H3K9me3_chr12_broad_rmdup_peak_5383	61	.	3.42192	8.84175	6.10343
chr12	52760935	52761951	H3K9me3_chr12_broad_rmdup_peak_5421	73	.	4.47569	10.2689	7.39078
chr12	53437679	53437771	H3K9me3_chr12_broad_rmdup_peak_5453	54	.	4.62099	8.12782	5.4524
chr12	54488187	54489306	H3K9me3_chr12_broad_rmdup_peak_5486	53	.	4.86387	7.96667	5.34228
chr12	54900495	54900931	H3K9me3_chr12_broad_rmdup_peak_5539	81	.	4.77115	11.1491	8.14855
chr12	54944768	54945057	H3K9me3_chr12_broad_rmdup_peak_5554	65	.	4.38973	9.37578	6.58685
chr12	55100804	55101149	H3K9me3_chr12_broad_rmdup_peak_5576	54	.	5.13892	8.07153	5.42036
chr12	55101500	55102285	H3K9me3_chr12_broad_rmdup_peak_5577	58	.	5.38242	8.50067	5.82612
chr12	55165811	55165869	H3K9me3_chr12_broad_rmdup_peak_5594	66	.	3.9488	9.44157	6.62754
chr12	55211995	55212445	H3K9me3_chr12_broad_rmdup_peak_5602	50	.	4.67667	7.6612	5.09846
chr12	55214443	55214670	H3K9me3_chr12_broad_rmdup_peak_5605	53	.	4.91982	8.0456	5.39925
chr12	55225084	55225138	H3K9me3_chr12_broad_rmdup_peak_5607	65	.	4.81098	9.36793	6.56151
chr12	55267803	55269868	H3K9me3_chr12_broad_rmdup_peak_5613	55	.	4.03851	8.16028	5.52038
chr12	55344268	55344717	H3K9me3_chr12_broad_rmdup_peak_5625	93	.	6.23329	12.4712	9.37809
chr12	55346733	55346791	H3K9me3_chr12_broad_rmdup_peak_5628	84	.	5.56094	11.5363	8.49973
chr12	55357262	55357314	H3K9me3_chr12_broad_rmdup_peak_5634	72	.	3.67745	10.0763	7.20486
chr12	55440984	55441987	H3K9me3_chr12_broad_rmdup_peak_5643	53	.	4.14847	7.98528	5.33985
chr12	55479761	55480119	H3K9me3_chr12_broad_rmdup_peak_5653	50	.	5.30418	7.65348	5.06355
chr12	55488204	55488458	H3K9me3_chr12_broad_rmdup_peak_5658	74	.	4.7628	10.3177	7.4096
chr12	55510211	55510805	H3K9me3_chr12_broad_rmdup_peak_5665	56	.	4.46207	8.26926	5.61063
chr12	55589971	55590720	H3K9me3_chr12_broad_rmdup_peak_5690	50	.	4.05908	7.61563	5.01881
chr12	55598100	55599919	H3K9me3_chr12_broad_rmdup_peak_5694	55	.	3.96304	8.18378	5.54823
chr12	55601616	55601666	H3K9me3_chr12_broad_rmdup_peak_5696	63	.	4.36458	9.14983	6.36349
chr12	55648208	55649129	H3K9me3_chr12_broad_rmdup_peak_5703	77	.	5.36944	10.6948	7.77569
chr12	55651581	55652280	H3K9me3_chr12_broad_rmdup_peak_5705	57	.	3.97341	8.49804	5.79175
chr12	55758610	55758805	H3K9me3_chr12_broad_rmdup_peak_5711	52	.	3.40808	7.89899	5.27147
chr12	55863045	55863228	H3K9me3_chr12_broad_rmdup_peak_5714	75	.	5.73495	10.4271	7.51984
chr12	56076098	56076160	H3K9me3_chr12_broad_rmdup_peak_5727	88	.	6.40523	11.9028	8.81696
chr12	56076484	56076746	H3K9me3_chr12_broad_rmdup_peak_5728	59	.	5.11093	8.72678	5.99863
chr12	56401369	56401425	H3K9me3_chr12_broad_rmdup_peak_5746	53	.	2.88794	7.95552	5.31114
chr12	56442775	56443830	H3K9me3_chr12_broad_rmdup_peak_5753	65	.	3.91682	9.31928	6.55282
chr12	56493643	56495136	H3K9me3_chr12_broad_rmdup_peak_5754	108	.	6.89963	14.1965	10.8782
chr12	56651378	56652204	H3K9me3_chr12_broad_rmdup_peak_5763	60	.	4.62042	8.71762	6.01601
chr12	56653410	56654663	H3K9me3_chr12_broad_rmdup_peak_5764	60	.	3.74331	8.77033	6.05556
chr12	56783847	56784728	H3K9me3_chr12_broad_rmdup_peak_5772	70	.	5.65243	9.86113	7.02404
chr12	56789519	56790560	H3K9me3_chr12_broad_rmdup_peak_5774	51	.	4.89335	7.77037	5.17595
chr12	56795848	56795955	H3K9me3_chr12_broad_rmdup_peak_5777	95	.	5.39666	12.6761	9.51029
chr12	56872867	56873290	H3K9me3_chr12_broad_rmdup_peak_5798	62	.	4.11172	9.03742	6.28827
chr12	56878763	56879936	H3K9me3_chr12_broad_rmdup_peak_5800	78	.	5.71106	10.8113	7.86007
chr12	56882122	56883160	H3K9me3_chr12_broad_rmdup_peak_5801	52	.	3.75839	7.88504	5.25706
chr12	56888435	56888614	H3K9me3_chr12_broad_rmdup_peak_5803	56	.	3.35936	8.32681	5.65406
chr12	56909065	56910639	H3K9me3_chr12_broad_rmdup_peak_5817	63	.	4.26991	9.13383	6.3725
chr12	56942706	56943701	H3K9me3_chr12_broad_rmdup_peak_5821	57	.	3.53208	8.36778	5.70195
chr12	56962703	56963033	H3K9me3_chr12_broad_rmdup_peak_5827	63	.	4.84421	9.11095	6.34297
chr12	56963241	56963964	H3K9me3_chr12_broad_rmdup_peak_5828	51	.	4.51409	7.74729	5.15315
chr12	57494873	57495908	H3K9me3_chr12_broad_rmdup_peak_5854	77	.	5.41286	10.736	7.79179
chr12	57507736	57507791	H3K9me3_chr12_broad_rmdup_peak_5855	72	.	5.82709	10.1752	7.25611
chr12	57508038	57508552	H3K9me3_chr12_broad_rmdup_peak_5856	72	.	5.43852	10.1251	7.26494
chr12	57650667	57650721	H3K9me3_chr12_broad_rmdup_peak_5867	64	.	4.57735	9.19991	6.4087
chr12	57655738	57656498	H3K9me3_chr12_broad_rmdup_peak_5869	67	.	4.71645	9.60021	6.78109
chr12	57664626	57665803	H3K9me3_chr12_broad_rmdup_peak_5872	89	.	5.37556	11.9836	8.91006
chr12	57966795	57967172	H3K9me3_chr12_broad_rmdup_peak_5890	52	.	3.59455	7.84442	5.21673
chr12	58035400	58036066	H3K9me3_chr12_broad_rmdup_peak_5912	63	.	4.22779	9.11653	6.35281
chr12	58051820	58053241	H3K9me3_chr12_broad_rmdup_peak_5918	57	.	3.82883	8.44365	5.76858
chr12	58055572	58055626	H3K9me3_chr12_broad_rmdup_peak_5921	56	.	4.60842	8.34708	5.65316
chr12	58112842	58112903	H3K9me3_chr12_broad_rmdup_peak_5934	88	.	6.13534	11.9077	8.82862
chr12	58307304	58307546	H3K9me3_chr12_broad_rmdup_peak_5960	58	.	4.74331	8.59059	5.87508
chr12	58317701	58318663	H3K9me3_chr12_broad_rmdup_peak_5961	66	.	3.6555	9.43537	6.64354
chr12	58466671	58467726	H3K9me3_chr12_broad_rmdup_peak_5973	51	.	4.30568	7.74156	5.1445
chr12	58543871	58543994	H3K9me3_chr12_broad_rmdup_peak_5986	52	.	3.86941	7.85558	5.21351
chr12	58709367	58710370	H3K9me3_chr12_broad_rmdup_peak_6010	66	.	4.27896	9.42026	6.6493
chr12	58742157	58742603	H3K9me3_chr12_broad_rmdup_peak_6014	56	.	4.31382	8.32708	5.65166
chr12	58946507	58946557	H3K9me3_chr12_broad_rmdup_peak_6036	63	.	3.9241	9.13899	6.35132
chr12	58993491	58993876	H3K9me3_chr12_broad_rmdup_peak_6041	57	.	5.03784	8.37189	5.71284
chr12	59135539	59135599	H3K9me3_chr12_broad_rmdup_peak_6055	60	.	4.50767	8.78874	6.02379
chr12	59194408	59194555	H3K9me3_chr12_broad_rmdup_peak_6062	54	.	4.53819	8.04525	5.41827
chr12	59195242	59195305	H3K9me3_chr12_broad_rmdup_peak_6064	55	.	3.59682	8.20904	5.53913
chr12	59227333	59227760	H3K9me3_chr12_broad_rmdup_peak_6072	59	.	4.45983	8.64662	5.93437
chr12	59227991	59228463	H3K9me3_chr12_broad_rmdup_peak_6073	55	.	4.61296	8.23083	5.55952
chr12	59440074	59440759	H3K9me3_chr12_broad_rmdup_peak_6107	67	.	4.41206	9.53933	6.74811
chr12	59467339	59467412	H3K9me3_chr12_broad_rmdup_peak_6109	51	.	4.62866	7.7447	5.10559
chr12	59549756	59549813	H3K9me3_chr12_broad_rmdup_peak_6127	88	.	6.18454	11.8807	8.80239
chr12	59646092	59646433	H3K9me3_chr12_broad_rmdup_peak_6132	54	.	4.46373	8.10462	5.45158
chr12	59646678	59646963	H3K9me3_chr12_broad_rmdup_peak_6133	66	.	4.04344	9.51982	6.69967
chr12	59734388	59734468	H3K9me3_chr12_broad_rmdup_peak_6141	89	.	5.8234	12.0785	8.97729
chr12	59751226	59751658	H3K9me3_chr12_broad_rmdup_peak_6147	54	.	4.64356	8.12076	5.45649
chr12	59797802	59797881	H3K9me3_chr12_broad_rmdup_peak_6162	62	.	3.79483	8.99308	6.20767
chr12	59953691	59953915	H3K9me3_chr12_broad_rmdup_peak_6178	51	.	4.16044	7.80926	5.19128
chr12	60212117	60213504	H3K9me3_chr12_broad_rmdup_peak_6199	54	.	4.65009	8.03338	5.4363
chr12	60269599	60269939	H3K9me3_chr12_broad_rmdup_peak_6206	58	.	5.26891	8.51314	5.82516
chr12	60392814	60393109	H3K9me3_chr12_broad_rmdup_peak_6224	52	.	4.90974	7.9033	5.2967
chr12	60594838	60594968	H3K9me3_chr12_broad_rmdup_peak_6244	58	.	4.00531	8.58233	5.86692
chr12	60621447	60621885	H3K9me3_chr12_broad_rmdup_peak_6249	68	.	4.53509	9.61453	6.8162
chr12	60651970	60652245	H3K9me3_chr12_broad_rmdup_peak_6255	56	.	4.38719	8.3639	5.67221
chr12	60685140	60685431	H3K9me3_chr12_broad_rmdup_peak_6261	51	.	4.37751	7.80401	5.17585
chr12	60728011	60728173	H3K9me3_chr12_broad_rmdup_peak_6267	53	.	3.68563	7.90271	5.30546
chr12	60745585	60745817	H3K9me3_chr12_broad_rmdup_peak_6270	58	.	5.26483	8.52447	5.83007
chr12	61031155	61031501	H3K9me3_chr12_broad_rmdup_peak_6326	51	.	3.99476	7.79385	5.16179
chr12	61115395	61115948	H3K9me3_chr12_broad_rmdup_peak_6339	52	.	5.06738	7.85198	5.24328
chr12	61265023	61265997	H3K9me3_chr12_broad_rmdup_peak_6362	50	.	3.88656	7.70141	5.09359
chr12	61293799	61294511	H3K9me3_chr12_broad_rmdup_peak_6369	66	.	4.64914	9.47137	6.68151
chr12	61295470	61295529	H3K9me3_chr12_broad_rmdup_peak_6371	57	.	3.88554	8.47812	5.77273
chr12	61316852	61317688	H3K9me3_chr12_broad_rmdup_peak_6379	59	.	3.86782	8.62353	5.92746
